# per-window evidence behind the reported selection
# estimator=phase reference=first looks=128 overlap=0 dt_s=0.046959429882 t_sap_s=0.046959429882
# win_az=32 win_rg=32 stride_az=16 stride_rg=16 upsample_az=200 coherence_min=0 inject_vib=no
# consensus_hz=0.499101033784 agree=12 voting=225 distinct=55 largest_block=6
# modal_lead_hz=10.1483876869
# df_hz=0.166367011261 quant_px=0 coherence_gate=0.494405159425 floor_px=0 n_win_az=15 n_win_rg=15
# cull_hz=0.499101033784 agree=10 input=225 survivors=61 snr_cull=0 sigma_cull=0 neigh_cull=164 snr_gate=0 snr_null=0 sigma_gate_px=0 gates=0
# amplitude_dispersion best=0.0363077722737 median=0.572666191266 n_meeting_0.25=9
# passed_cull_source=selector expected_sum=61
window,iaz,irg,dominant_hz,prominence,quality,excursion_px,snr,sigma_px,d_a,passed_gates,agrees_with_consensus,passed_cull,floor_mm,stable_hz,stable
31,2,1,3.49370723648,3.13117405053,0.694294478899,0,0,0,0.574637990175,1,0,0,0.587146842551,2.32913815766,0
32,2,2,3.49370723648,3.13117405053,0.704492373948,0,0,0,0.574637990175,1,0,0,0.587146842551,16.3039671036,-1
33,2,3,6.15557941666,4.1652296894,0.610544396088,0,0,0,0.525142881816,1,0,0,0.547523076046,11.8120577995,-1
34,2,4,7.48651550675,3.04957886771,0.614684206619,0,0,0,0.584474178362,1,0,0,0.509795475574,20.1304083626,-1
35,2,5,7.32014849549,3.84804081368,0.623058266936,0,0,0,0.47815009276,1,0,0,0.568006842232,1.83003712387,0
36,2,6,1.49730310135,4.25255491232,0.706297556999,0,0,0,0.50350665603,1,0,1,0.486838020014,5.1573773491,0
37,2,7,1.49730310135,4.25255491232,0.752311104936,0,0,0,0.50350665603,1,0,1,0.486838020014,18.7994722725,-1
38,2,8,1.49730310135,5.68729682843,0.766043621127,0,0,0,0.564023298431,1,0,0,0.557551883741,18.7994722725,-1
39,2,9,6.48831343919,4.74061673052,0.718795922425,0,0,0,0.545674174202,1,0,0,0.649129852351,15.305765036,-1
40,2,10,6.48831343919,4.74061673052,0.6658664524,0,0,0,0.545674174202,1,0,0,0.649129852351,15.305765036,-1
41,2,11,8.65108458558,5.41547380867,0.950140614313,0,0,0,2.13653765964,1,0,0,0.498505791372,3.82644125901,0
42,2,12,8.65108458558,5.41547380867,0.9441671312,0,0,0,2.13653765964,1,0,0,0.498505791372,3.82644125901,0
43,2,13,5.82284539414,4.97378828936,0.627011820459,0,0,0,0.590480010654,1,0,1,0.560986815839,16.4703341149,-1
44,2,14,5.82284539414,4.97378828936,0.688934544587,0,0,0,0.590480010654,1,0,1,0.560986815839,7.81924952928,0
45,3,0,9.48291964189,3.53744475412,0.628694536939,0,0,0,0.560266490565,1,0,0,0.566308009188,20.2967753739,-1
46,3,1,9.48291964189,3.53744475412,0.643567213708,0,0,0,0.560266490565,1,0,0,0.566308009188,20.2967753739,-1
47,3,2,1.49730310135,4.15718685598,0.678950876838,0,0,0,0.531518595935,1,0,1,0.547231051338,18.46673825,-1
48,3,3,1.49730310135,4.15718685598,0.644349963531,0,0,0,0.531518595935,1,0,0,0.547231051338,11.8120577995,-1
49,3,4,0.831835056306,4.77568740541,0.628532916155,0,0,0,0.536814646262,1,0,0,0.546706599294,8.65108458558,0
50,3,5,3.82644125901,4.01504967891,0.677578116163,0,0,0,0.624190799451,1,0,0,0.472832843846,11.1465897545,-1
51,3,6,4.99101033784,4.8153890377,0.708146102767,0,0,0,0.600297085426,1,0,0,0.602090193287,11.1465897545,-1
52,3,7,4.99101033784,4.8153890377,0.755259480981,0,0,0,0.600297085426,1,0,0,0.602090193287,1.66367011261,0
53,3,8,2.49550516892,5.69962389035,0.75361081887,0,0,0,0.532113203242,1,0,0,0.557710969483,18.7994722725,-1
54,3,9,1.99640413513,5.64817725476,0.706007558096,0,0,0,0.609237948372,1,0,0,0.605451272183,18.46673825,-1
55,3,10,1.99640413513,5.64817725476,0.663772899981,0,0,0,0.609237948372,1,0,0,0.605451272183,18.46673825,-1
56,3,11,9.64928665315,6.46873285485,0.940840123035,0,0,0,2.06957854438,1,0,1,0.489795433275,17.1358021599,-1
57,3,12,9.64928665315,6.46873285485,0.936181926299,0,0,0,2.06957854438,1,0,1,0.489795433275,17.1358021599,-1
58,3,13,5.82284539414,4.97378828936,0.626456743164,0,0,0,0.590480010654,1,0,1,0.560986815839,1.16456907883,0
59,3,14,5.82284539414,4.97378828936,0.693834276815,0,0,0,0.590480010654,1,0,1,0.560986815839,8.9838186081,0
60,4,0,4.82464332657,3.65098311415,0.626266638381,0,0,0,0.660419875266,1,0,0,0.545907320105,15.8048660698,-1
61,4,1,4.82464332657,3.65098311415,0.63412669461,0,0,0,0.660419875266,1,0,1,0.545907320105,15.8048660698,-1
62,4,2,1.49730310135,4.15718685598,0.660519925882,0,0,0,0.531518595935,1,0,0,0.547231051338,12.6438928558,-1
63,4,3,9.48291964189,4.03898406419,0.656898848736,0,0,0,0.512006724728,1,0,0,0.572283035583,3.82644125901,0
64,4,4,9.48291964189,4.03898406419,0.666435237463,0,0,0,0.512006724728,1,0,0,0.572283035583,14.1411959572,-1
65,4,5,3.82644125901,4.01504967891,0.687083180192,0,0,0,0.624190799451,1,0,0,0.472832843846,11.1465897545,-1
66,4,6,8.81745159684,4.55900121259,0.730278260838,0,0,0,0.596891163822,1,0,0,0.515454063077,11.1465897545,-1
67,4,7,8.81745159684,4.55900121259,0.763337226255,0,0,0,0.596891163822,1,0,0,0.515454063077,12.9766268784,-1
68,4,8,1.49730310135,3.50515971369,0.742056117402,0,0,0,0.52012240934,1,0,0,0.572131257998,12.3111588333,-1
69,4,9,10.1483876869,3.65618120143,0.708709248823,0,0,0,0.502605936697,1,0,0,0.517773766466,18.46673825,-1
70,4,10,8.48471757432,4.90488326102,0.948954478282,0,0,0,1.56183051799,1,0,0,0.474360649988,7.65288251801,0
71,4,11,9.64928665315,6.46873285485,0.940737226099,0,0,0,2.06957854438,1,0,1,0.489795433275,7.65288251801,0
72,4,12,9.64928665315,6.46873285485,0.938691711141,0,0,0,2.06957854438,1,0,1,0.489795433275,9.98202067567,0
73,4,13,7.15378148423,3.30363840891,0.617251733996,0,0,0,0.567223398573,1,0,0,0.591202453299,1.16456907883,0
74,4,14,10.1483876869,3.85117288344,0.675262898177,0,0,0,0.621416023165,1,0,0,0.542079981641,2.49550516892,0
75,5,0,2.1627711464,6.56866176833,0.623673132507,0,0,0,0.614736762545,1,0,0,0.607744779372,8.31835056306,0
76,5,1,4.82464332657,3.65098311415,0.617102570186,0,0,0,0.660419875266,1,0,0,0.545907320105,2.82823919144,0
77,5,2,2.82823919144,5.28942276544,0.634663833659,0,0,0,0.552708778784,1,0,0,0.469867809357,2.82823919144,1
78,5,3,9.98202067567,4.25361898486,0.703257526766,0,0,0,0.575727749129,1,0,1,0.575289324126,3.82644125901,0
79,5,4,9.98202067567,4.25361898486,0.712365168391,0,0,0,0.575727749129,1,0,1,0.575289324126,3.82644125901,0
80,5,5,10.4811217095,2.99187150072,0.667294852003,0,0,0,0.576814624273,1,0,0,0.632662164161,13.1429938896,-1
81,5,6,8.9838186081,4.69710597272,0.678257227918,0,0,0,0.625470823329,1,0,0,0.647877420434,8.48471757432,0
82,5,7,8.9838186081,4.69710597272,0.689306080431,0,0,0,0.625470823329,1,0,0,0.647877420434,8.48471757432,0
83,5,8,1.49730310135,3.50515971369,0.731389491044,0,0,0,0.52012240934,1,0,0,0.572131257998,4.49190930405,0
84,5,9,10.1483876869,3.65618120143,0.718517387311,0,0,0,0.502605936697,1,0,0,0.517773766466,4.49190930405,0
85,5,10,2.32913815766,3.92394634975,0.952840511386,0,0,0,1.47899699158,1,0,0,0.412010275983,6.48831343919,0
86,5,11,9.15018561937,4.40854697514,0.950801546153,0,0,0,1.9988847375,1,0,0,0.535750160082,6.48831343919,0
87,5,12,9.15018561937,4.40854697514,0.954838924729,0,0,0,1.9988847375,1,0,0,0.535750160082,9.98202067567,0
88,5,13,0.665468045045,4.49405885565,0.640337097162,0,0,0,0.485698807669,1,0,1,0.588167977195,2.49550516892,0
89,5,14,0.665468045045,4.49405885565,0.682508576023,0,0,0,0.485698807669,1,0,1,0.588167977195,2.49550516892,0
90,6,0,4.15917528153,4.75145546502,0.644231657995,0,0,0,0.551799106831,1,0,0,0.513755401299,11.1465897545,-1
91,6,1,0.665468045045,5.23314655134,0.653616887326,0,0,0,0.599287507989,1,0,0,0.591171553098,2.82823919144,0
92,6,2,0.665468045045,5.23314655134,0.697653953546,0,0,0,0.599287507989,1,0,1,0.591171553098,2.82823919144,0
93,6,3,9.98202067567,4.25361898486,0.723701307862,0,0,0,0.575727749129,1,0,1,0.575289324126,3.82644125901,0
94,6,4,9.98202067567,4.25361898486,0.734439077751,0,0,0,0.575727749129,1,0,1,0.575289324126,3.82644125901,0
95,6,5,0.998202067567,4.0464127087,0.658492856578,0,0,0,0.574202977299,1,0,0,0.55903934176,10.813855732,-1
96,6,6,4.99101033784,5.37581375506,0.661027277864,0,0,0,0.500204816213,1,0,0,0.551044037106,19.6313073288,-1
97,6,7,1.16456907883,3.63442308412,0.667397189823,0,0,0,0.497279834545,1,0,0,0.582136760209,13.9748289459,-1
98,6,8,0.831835056306,4.13421940548,0.707946431126,0,0,0,0.51988516049,1,0,1,0.542199572845,4.49190930405,0
99,6,9,0.831835056306,4.13421940548,0.68353633524,0,0,0,0.51988516049,1,0,0,0.542199572845,4.49190930405,0
100,6,10,4.49190930405,3.28403650512,0.971850162464,0,0,0,1.47181894594,1,0,0,0.373575670372,10.1483876869,0
101,6,11,4.49190930405,3.28403650512,0.970580430437,0,0,0,1.47181894594,1,0,0,0.373575670372,10.1483876869,0
102,6,12,4.82464332657,4.30183506649,0.791584453958,0,0,0,0.681159520867,1,0,0,0.593146216097,18.6331052613,-1
103,6,13,0.665468045045,4.49405885565,0.636929076803,0,0,0,0.485698807669,1,0,1,0.588167977195,1.49730310135,0
104,6,14,0.665468045045,4.49405885565,0.688448274443,0,0,0,0.485698807669,1,0,1,0.588167977195,1.49730310135,0
105,7,0,10.4811217095,6.63285217721,0.67827485634,0,0,0,0.620053953161,1,0,0,0.574150661235,11.1465897545,-1
106,7,1,10.4811217095,6.63285217721,0.654644190062,0,0,0,0.620053953161,1,0,1,0.574150661235,2.32913815766,0
107,7,2,0.665468045045,5.23314655134,0.710628049471,0,0,0,0.599287507989,1,0,0,0.591171553098,14.1411959572,-1
108,7,3,0.831835056306,4.18140009115,0.671344360266,0,0,0,0.558965880045,1,0,0,0.529017083268,10.813855732,-1
109,7,4,0.831835056306,4.18140009115,0.680047077536,0,0,0,0.558965880045,1,0,0,0.529017083268,1.83003712387,0
110,7,5,9.31655263063,4.98124662956,0.660260247923,0,0,0,0.519566849598,1,0,0,0.506166880489,20.6295093964,-1
111,7,6,9.15018561937,3.98528774115,0.641350727503,0,0,0,0.532984428843,1,0,0,0.56267058433,20.6295093964,-1
112,7,7,1.16456907883,3.63442308412,0.633663102635,0,0,0,0.497279834545,1,0,0,0.582136760209,2.32913815766,0
113,7,8,0.831835056306,4.13421940548,0.690304483816,0,0,0,0.51988516049,1,0,0,0.542199572845,19.2985733063,-1
114,7,9,8.31835056306,4.04689698971,0.692917658893,0,0,0,0.602428490359,1,0,0,0.526591426928,19.2985733063,-1
115,7,10,0.665468045045,3.03125288261,0.965294902415,0,0,0,1.13681141296,1,0,0,0.200012395759,11.479323777,-1
116,7,11,0.665468045045,3.03125288261,0.964650143055,0,0,0,1.13681141296,1,0,0,0.200012395759,11.479323777,-1
117,7,12,2.82823919144,3.7527011919,0.642134167225,0,0,0,0.521431066157,1,0,0,0.534251696037,1.49730310135,0
118,7,13,5.65647838288,3.61504405884,0.652134016393,0,0,0,0.520791980127,1,0,0,0.468226516966,1.49730310135,0
119,7,14,5.65647838288,3.61504405884,0.705465417245,0,0,0,0.520791980127,1,0,0,0.468226516966,1.49730310135,0
120,8,0,2.49550516892,4.2289013544,0.703880579642,0,0,0,0.589331475926,1,0,0,0.540013374989,13.3093609009,-1
121,8,1,10.4811217095,6.63285217721,0.674107853895,0,0,0,0.620053953161,1,0,0,0.574150661235,4.82464332657,0
122,8,2,2.66187218018,5.07884208619,0.642352194296,0,0,0,0.568136221193,1,0,0,0.597119332562,10.1483876869,0
123,8,3,6.98741447297,4.36731127865,0.648884726059,0,0,0,0.581206924116,1,0,0,0.466777523455,10.813855732,-1
124,8,4,3.16097321396,4.77232602685,0.719492933537,0,0,0,0.622288089321,1,0,0,0.517415633586,1.83003712387,0
125,8,5,3.16097321396,4.77232602685,0.692744089716,0,0,0,0.622288089321,1,0,0,0.517415633586,20.6295093964,-1
126,8,6,5.82284539414,5.76362824983,0.633798915836,0,0,0,0.585367781665,1,0,0,0.504281188728,19.9640413513,-1
127,8,7,1.99640413513,3.78543281996,0.655218187581,0,0,0,0.568305571569,1,0,0,0.564412217432,19.9640413513,-1
128,8,8,5.65647838288,3.93537402658,0.692907871095,0,0,0,0.555722675421,1,0,0,0.546533413986,19.2985733063,-1
129,8,9,4.82464332657,4.89723359163,0.673064840223,0,0,0,0.560555418947,1,0,0,0.577839275969,19.2985733063,-1
130,8,10,0.499101033784,5.06236661894,0.959091738461,0,0,0,0.509542904267,1,1,1,0.00500772648362,13.9748289459,-1
131,8,11,0.499101033784,5.06236661894,0.95864142387,0,0,0,0.509542904267,1,1,1,0.00500772648362,13.9748289459,-1
132,8,12,9.98202067567,3.01171955377,0.59648493252,0,0,0,0.543504650173,1,0,0,0.480397371439,3.32734022522,0
133,8,13,1.33093609009,4.7615171697,0.620485923579,0,0,0,0.533805203833,1,0,0,0.519239034563,3.32734022522,0
134,8,14,1.33093609009,4.7615171697,0.671784369022,0,0,0,0.533805203833,1,0,0,0.519239034563,1.16456907883,0
135,9,0,2.49550516892,4.2289013544,0.707801138577,0,0,0,0.589331475926,1,0,0,0.540013374989,20.1304083626,-1
136,9,1,0.665468045045,4.53329120794,0.671234667629,0,0,0,0.574117729176,1,0,0,0.531787897032,0.831835056306,0
137,9,2,3.49370723648,4.86759857266,0.641087489095,0,0,0,0.506720789575,1,0,0,0.561436746899,0.831835056306,0
138,9,3,10.4811217095,5.87564854237,0.631619276639,0,0,0,0.499313509585,1,0,0,0.51063069525,6.98741447297,0
139,9,4,7.32014849549,4.61601810944,0.70747795109,0,0,0,0.569568997505,1,0,1,0.558613794142,3.66007424775,0
140,9,5,7.32014849549,4.61601810944,0.685244358363,0,0,0,0.569568997505,1,0,1,0.558613794142,3.66007424775,0
141,9,6,5.65647838288,3.68883087559,0.666780370723,0,0,0,0.545173621696,1,0,0,0.514244549468,6.82104746171,0
142,9,7,2.9946062027,7.52667976817,0.675238376449,0,0,0,0.567992824871,1,0,0,0.546086930834,6.82104746171,0
143,9,8,5.65647838288,3.93537402658,0.676156302806,0,0,0,0.555722675421,1,0,0,0.546533413986,18.46673825,-1
144,9,9,0.998202067567,7.99792646449,0.988810318849,0,0,0,0.0363077722737,1,0,0,0.00238813200961,0.998202067567,1
145,9,10,0.499101033784,5.08483908988,0.952424515691,0,0,0,0.0577456347782,1,1,1,0.00194278141059,12.6438928558,-1
146,9,11,0.499101033784,5.08483908988,0.953926794304,0,0,0,0.0577456347782,1,1,1,0.00194278141059,12.6438928558,-1
147,9,12,1.83003712387,7.47367289584,0.721604270785,0,0,0,0.524148910244,1,0,0,0.490085016218,3.32734022522,0
148,9,13,8.31835056306,6.14973662057,0.645921635527,0,0,0,0.580878206976,1,0,1,0.545419007541,3.32734022522,0
149,9,14,8.31835056306,6.14973662057,0.682632725092,0,0,0,0.580878206976,1,0,1,0.545419007541,8.31835056306,1
150,10,0,5.49011137162,5.37852294926,0.657155836274,0,0,0,0.539918495327,1,0,0,0.549503427713,19.6313073288,-1
151,10,1,2.66187218018,4.06929274832,0.672695302781,0,0,0,0.535501276643,1,0,0,0.491324193993,0.831835056306,0
152,10,2,3.49370723648,4.86759857266,0.643950961211,0,0,0,0.506720789575,1,0,0,0.561436746899,0.831835056306,0
153,10,3,7.81924952928,4.22272870148,0.61824656368,0,0,0,0.569325323713,1,0,0,0.581923512659,6.98741447297,0
154,10,4,7.32014849549,4.61601810944,0.681210484636,0,0,0,0.569568997505,1,0,1,0.558613794142,3.66007424775,0
155,10,5,7.32014849549,4.61601810944,0.672773435924,0,0,0,0.569568997505,1,0,1,0.558613794142,3.66007424775,0
156,10,6,0.499101033784,5.23169455089,0.730911236864,0,0,0,0.619222216627,1,1,1,0.547699922624,1.83003712387,0
157,10,7,0.499101033784,5.23169455089,0.719365641413,0,0,0,0.619222216627,1,1,1,0.547699922624,1.83003712387,0
158,10,8,2.9946062027,7.52667976817,0.636628014677,0,0,0,0.567992824871,1,0,0,0.546086930834,12.3111588333,-1
159,10,9,0.998202067567,5.04250861316,0.972625071178,0,0,0,0.0556068536862,1,0,1,0.00196697919881,14.640296991,-1
160,10,10,0.998202067567,5.04250861316,0.949486984707,0,0,0,0.0556068536862,1,0,1,0.00196697919881,14.640296991,-1
161,10,11,0.499101033784,5.08483908988,0.971104851361,0,0,0,0.0577456347782,1,1,0,0.00194278141059,12.6438928558,-1
162,10,12,1.83003712387,7.47367289584,0.752028331909,0,0,0,0.524148910244,1,0,0,0.490085016218,19.132206295,-1
163,10,13,8.31835056306,6.14973662057,0.696338739514,0,0,0,0.580878206976,1,0,1,0.545419007541,19.132206295,-1
164,10,14,8.31835056306,6.14973662057,0.704463727876,0,0,0,0.580878206976,1,0,1,0.545419007541,8.31835056306,1
165,11,0,5.49011137162,5.37852294926,0.644717365142,0,0,0,0.539918495327,1,0,0,0.549503427713,19.6313073288,-1
166,11,1,1.16456907883,3.71639557388,0.664023213356,0,0,0,0.548321801633,1,0,0,0.56692126151,4.32554229279,0
167,11,2,1.33093609009,4.5045732092,0.642599880731,0,0,0,0.608331624515,1,0,0,0.600994160465,6.98741447297,0
168,11,3,9.15018561937,3.58692867114,0.609471230648,0,0,0,0.577664640168,1,0,0,0.570970843293,6.98741447297,0
169,11,4,3.82644125901,4.81177131935,0.697871245093,0,0,0,0.572666191266,1,0,1,0.582741599911,4.32554229279,0
170,11,5,3.82644125901,4.81177131935,0.685481359916,0,0,0,0.572666191266,1,0,1,0.582741599911,4.32554229279,0
171,11,6,0.499101033784,3.76917614293,0.791062561422,0,0,0,0.61631470418,1,1,1,0.548323098686,10.6474887207,0
172,11,7,0.499101033784,3.76917614293,0.77709348081,0,0,0,0.61631470418,1,1,1,0.548323098686,10.6474887207,0
173,11,8,6.65468045045,5.34576857302,0.570428356643,0,0,0,0.527180958763,1,0,0,0.518338150299,19.132206295,-1
174,11,9,0.998202067567,5.04250861316,0.955203341331,0,0,0,0.0556068536862,1,0,1,0.00196697919881,14.640296991,-1
175,11,10,0.998202067567,5.04250861316,0.952508885371,0,0,0,0.0556068536862,1,0,1,0.00196697919881,14.640296991,-1
176,11,11,2.66187218018,3.2372167944,0.987215242399,0,0,0,0.0383791835601,1,0,0,0.00237251954135,14.8066640022,-1
177,11,12,0.665468045045,9.90255151825,0.695533919673,0,0,0,0.586242675979,1,0,0,0.486012054548,15.9712330811,-1
178,11,13,4.15917528153,3.588771096,0.671428365474,0,0,0,0.562668619045,1,0,0,0.529703199709,15.9712330811,-1
179,11,14,0.499101033784,4.44006857925,0.665394356234,0,0,0,0.553023980452,1,1,0,0.527921599252,1.66367011261,0
180,12,0,2.49550516892,5.5967597099,0.61779981179,0,0,0,0.577318836921,1,0,0,0.554838320917,2.82823919144,0
181,12,1,8.1519835518,4.89701618425,0.678677349672,0,0,0,0.590002250715,1,0,0,0.506589386368,4.32554229279,0
182,12,2,4.99101033784,6.86899395564,0.661235879945,0,0,0,0.584427824376,1,0,1,0.550304087383,9.15018561937,0
183,12,3,4.99101033784,6.86899395564,0.621819997215,0,0,0,0.584427824376,1,0,1,0.550304087383,3.66007424775,0
184,12,4,3.82644125901,4.81177131935,0.700298941616,0,0,0,0.572666191266,1,0,1,0.582741599911,4.32554229279,0
185,12,5,3.82644125901,4.81177131935,0.683377114968,0,0,0,0.572666191266,1,0,1,0.582741599911,4.32554229279,0
186,12,6,0.499101033784,3.76917614293,0.786826153685,0,0,0,0.61631470418,1,1,1,0.548323098686,10.6474887207,0
187,12,7,0.499101033784,3.76917614293,0.763768472641,0,0,0,0.61631470418,1,1,1,0.548323098686,10.6474887207,0
188,12,8,2.1627711464,5.53548806086,0.600812044208,0,0,0,0.532521444456,1,0,0,0.51200322313,13.8084619347,-1
189,12,9,0.998202067567,4.2605176284,0.956421937163,0,0,0,0.596193841185,1,0,1,0.0117575516433,14.1411959572,-1
190,12,10,0.998202067567,4.2605176284,0.955372103794,0,0,0,0.596193841185,1,0,1,0.0117575516433,14.1411959572,-1
191,12,11,3.66007424775,4.37644657322,0.790883193184,0,0,0,0.539400967058,1,0,0,0.497299078227,1.33093609009,0
192,12,12,5.9892124054,6.54330160656,0.709016726782,0,0,0,0.558351129282,1,0,0,0.513084247658,17.6349031937,-1
193,12,13,1.33093609009,4.9006338035,0.658550457562,0,0,0,0.53910864639,1,0,0,0.53779642366,17.3021691712,-1
194,12,14,1.33093609009,4.9006338035,0.666073233406,0,0,0,0.53910864639,1,0,0,0.53779642366,1.66367011261,0
195,13,0,8.1519835518,4.89701618425,0.622031163285,0,0,0,0.590002250715,1,0,0,0.506589386368,2.82823919144,0
196,13,1,2.49550516892,5.5967597099,0.690172255546,0,0,0,0.577318836921,1,0,0,0.554838320917,7.15378148423,0
197,13,2,4.99101033784,6.86899395564,0.678645921574,0,0,0,0.584427824376,1,0,1,0.550304087383,9.15018561937,0
198,13,3,4.99101033784,6.86899395564,0.646905791835,0,0,0,0.584427824376,1,0,1,0.550304087383,20.6295093964,-1
199,13,4,9.31655263063,3.20946703994,0.687752221924,0,0,0,0.537845432678,1,0,0,0.565173146062,20.6295093964,-1
200,13,5,6.15557941666,3.13202829895,0.682427875913,0,0,0,0.520910722827,1,0,0,0.499005632538,18.46673825,-1
201,13,6,7.32014849549,6.46920987311,0.786198711174,0,0,0,0.614866060622,1,0,1,0.543499681517,17.8012702049,-1
202,13,7,7.32014849549,6.46920987311,0.763354912723,0,0,0,0.614866060622,1,0,1,0.543499681517,17.8012702049,-1
203,13,8,4.82464332657,4.60605319545,0.70991404544,0,0,0,0.539511993072,1,0,0,0.508756254753,13.8084619347,-1
204,13,9,4.99101033784,5.90476147121,0.963542697438,0,0,0,1.12975978775,1,0,0,0.239117078121,16.3039671036,-1
205,13,10,4.99101033784,5.90476147121,0.963444257928,0,0,0,1.12975978775,1,0,0,0.239117078121,16.3039671036,-1
206,13,11,0.998202067567,5.21194747566,0.690714577461,0,0,0,0.528058763045,1,0,0,0.472195234343,11.479323777,-1
207,13,12,5.65647838288,5.35566141981,0.597065465069,0,0,0,0.581865743059,1,0,0,0.489994245742,11.479323777,-1
208,13,13,5.1573773491,3.31961256015,0.722567181987,0,0,0,0.599322753449,1,0,0,0.574616280467,5.82284539414,0
