seed,window,prominence,dominant_hz
19,20,7.45394851513,1.20967741935
19,21,20.2299868666,0.403225806452
19,22,7.28323193914,1.31048387097
19,23,8.89506516485,2.21774193548
19,24,16.2407253101,3.07459677419
19,25,16.2407253101,3.07459677419
19,26,30.4824354182,0.352822580645
19,27,20.5179611673,1.5625
19,28,10.3770143066,3.125
19,29,26.9273972613,1.61290322581
19,30,12.9752444447,2.11693548387
19,31,17.1494417628,3.07459677419
19,32,17.1494417628,3.07459677419
19,33,30.4824354182,0.352822580645
19,34,17.9020065462,2.97379032258
19,35,9.70952420474,1.05846774194
19,36,9.70952420474,1.05846774194
19,37,26.9273972613,1.61290322581
19,38,17.1494417628,3.07459677419
19,39,17.1494417628,3.07459677419
19,40,6.97290464593,0.453629032258
19,41,6.97290464593,0.453629032258
19,42,9.67645736257,0.604838709677
19,43,9.67645736257,0.604838709677
19,44,29.5816808861,0.907258064516
19,45,11.9982764684,1.51209677419
19,46,11.9982764684,1.51209677419
19,47,6.97290464593,0.453629032258
19,48,6.97290464593,0.453629032258
23,0,19.760758688,1.36088709677
23,1,9.87570644366,1.26008064516
23,2,21.5751861865,3.22580645161
23,3,21.5751861865,3.22580645161
23,4,11.8690047065,0.151209677419
23,5,11.8690047065,0.151209677419
23,6,7.32558907559,2.82258064516
23,7,25.3570973906,0.604838709677
23,8,10.5211191113,2.92338709677
23,9,6.63093601397,0.604838709677
23,10,16.2984069749,0.85685483871
23,11,16.2984069749,0.85685483871
23,12,14.5148120691,1.15927419355
23,13,14.5148120691,1.15927419355
23,14,17.6026921465,0.85685483871
23,15,10.5211191113,2.92338709677
23,16,6.63093601397,0.604838709677
23,17,17.748710623,0.85685483871
23,18,17.748710623,0.85685483871
23,19,13.2625192289,1.15927419355
23,20,13.2625192289,1.15927419355
23,21,9.2293572954,2.21774193548
23,22,9.2293572954,2.21774193548
23,23,5.67075897667,0.604838709677
23,24,17.748710623,0.85685483871
23,25,17.748710623,0.85685483871
23,26,16.7955672704,2.67137096774
23,27,13.2625192289,1.15927419355
23,28,9.2293572954,2.21774193548
23,29,9.2293572954,2.21774193548
23,30,21.7187183278,2.82258064516
23,31,9.69709721443,0.70564516129
23,32,17.3444901567,2.72177419355
23,33,17.3444901567,2.72177419355
23,34,28.0057080035,2.97379032258
23,35,11.3264400484,0.85685483871
23,36,11.3264400484,0.85685483871
23,37,21.4522514231,2.06653225806
23,38,13.6134059155,1.71370967742
23,39,13.6134059155,1.71370967742
23,40,17.3444901567,2.72177419355
23,41,19.0946166068,3.07459677419
23,42,11.3471832415,1.66330645161
23,43,11.3471832415,1.66330645161
23,44,8.59174472446,1.36088709677
23,45,13.6134059155,1.71370967742
23,46,13.6134059155,1.71370967742
23,47,26.5524512549,3.07459677419
23,48,26.5524512549,3.07459677419
29,0,6.93193301297,1.96572580645
29,1,6.93193301297,1.96572580645
29,2,21.4389351599,2.87298387097
29,3,6.9564909583,2.67137096774
29,4,9.30782230732,2.67137096774
29,5,24.6733263241,1.61290322581
29,6,24.6733263241,1.61290322581
29,7,6.93193301297,1.96572580645
29,8,6.93193301297,1.96572580645
29,9,10.6206914338,2.46975806452
29,10,10.8595138944,2.67137096774
29,11,10.8595138944,2.67137096774
29,12,24.6733263241,1.61290322581
29,13,24.6733263241,1.61290322581
29,14,14.7247853752,1.91532258065
29,15,14.7247853752,1.91532258065
29,16,22.5321442784,1.71370967742
29,17,10.8595138944,2.67137096774
29,18,10.8595138944,2.67137096774
29,19,14.0129053541,2.62096774194
29,20,11.2198297808,2.46975806452
29,21,20.2365593474,2.87298387097
29,22,12.1230462797,2.41935483871
29,23,22.5321442784,1.71370967742
29,24,12.7170197414,1.71370967742
29,25,12.7170197414,1.71370967742
29,26,11.1383650704,3.17540322581
29,27,11.2198297808,2.46975806452
29,28,10.9087808588,2.01612903226
29,29,10.9087808588,2.01612903226
29,30,17.5919338859,1.71370967742
29,31,12.7170197414,1.71370967742
29,32,12.7170197414,1.71370967742
29,33,11.1383650704,3.17540322581
29,34,18.8342347653,1.86491935484
29,35,10.9087808588,2.01612903226
29,36,10.9087808588,2.01612903226
29,37,20.9036767054,1.36088709677
29,38,20.9036767054,1.36088709677
29,39,28.3974911394,2.21774193548
29,40,16.2049696889,0.151209677419
29,41,8.37124876566,1.81451612903
29,42,18.1726024771,1.31048387097
29,43,10.3383000665,1.15927419355
29,44,20.9036767054,1.36088709677
29,45,20.9036767054,1.36088709677
29,46,9.78112674324,2.46975806452
29,47,8.81657311308,1.81451612903
29,48,8.81657311308,1.81451612903
31,0,25.1841745451,3.17540322581
31,1,8.56044067735,3.125
31,2,8.56044067735,3.125
31,3,13.4516037227,2.3185483871
31,4,22.6103650134,0.504032258065
31,5,7.41423848075,2.72177419355
31,6,7.41423848075,2.72177419355
31,7,23.8770670259,0.302419354839
31,8,23.8770670259,0.302419354839
31,9,12.6470279806,1.46169354839
31,10,12.6470279806,1.46169354839
31,11,13.5571571835,2.77217741935
31,12,13.5571571835,2.77217741935
31,13,9.60604541997,1.91532258065
31,14,7.62638143888,2.72177419355
31,15,7.62638143888,2.72177419355
31,16,21.3598415775,0.957661290323
31,17,21.3598415775,0.957661290323
31,18,20.1542206916,0.957661290323
31,19,14.8565562522,0.252016129032
31,20,14.8565562522,0.252016129032
31,21,7.62638143888,2.72177419355
31,22,7.62638143888,2.72177419355
31,23,21.3598415775,0.957661290323
31,24,15.3052547822,0.957661290323
31,25,15.3052547822,0.957661290323
31,26,14.8565562522,0.252016129032
31,27,14.8565562522,0.252016129032
31,28,7.18102767254,2.77217741935
31,29,7.18102767254,2.77217741935
31,30,22.6828061802,0.957661290323
31,31,15.3052547822,0.957661290323
31,32,15.3052547822,0.957661290323
31,33,14.074154721,1.5625
31,34,8.1485497251,0.907258064516
31,35,12.2271015564,0.151209677419
31,36,18.760964815,0.201612903226
31,37,18.760964815,0.201612903226
31,38,21.9135584274,1.36088709677
31,39,20.6787919934,1.36088709677
31,40,14.074154721,1.5625
31,41,24.97098982,2.92338709677
31,42,25.5584936527,2.62096774194
31,43,18.760964815,0.201612903226
31,44,18.760964815,0.201612903226
31,45,21.9135584274,1.36088709677
31,46,22.3175511352,1.36088709677
31,47,10.1291310876,1.61290322581
31,48,11.8953051682,1.96572580645
37,0,7.96748695518,0.85685483871
37,1,15.6484342283,0.151209677419
37,2,15.6484342283,0.151209677419
37,3,11.2385428836,2.01612903226
37,4,11.2385428836,2.01612903226
37,5,16.4760049884,3.22580645161
37,6,11.1634983836,2.57056451613
37,7,24.3537861893,0.806451612903
37,8,12.5350160777,1.96572580645
37,9,12.5350160777,1.96572580645
37,10,11.2385428836,2.01612903226
37,11,11.2385428836,2.01612903226
37,12,16.4760049884,3.22580645161
37,13,11.1634983836,2.57056451613
37,14,24.0359733578,0.252016129032
37,15,8.21369285779,0.957661290323
37,16,24.9236080655,2.46975806452
37,17,7.05223591526,2.01612903226
37,18,7.05223591526,2.01612903226
37,19,13.6568883963,1.15927419355
37,20,13.6568883963,1.15927419355
37,21,6.42302091933,2.3185483871
37,22,6.30240531844,0.957661290323
37,23,15.8713747693,2.46975806452
37,24,24.2417826437,2.46975806452
37,25,24.2417826437,2.46975806452
37,26,13.6568883963,1.15927419355
37,27,13.6568883963,1.15927419355
37,28,6.42302091933,2.3185483871
37,29,6.30240531844,0.957661290323
37,30,15.8713747693,2.46975806452
37,31,24.2417826437,2.46975806452
37,32,24.2417826437,2.46975806452
37,33,11.9485082733,1.41129032258
37,34,11.9485082733,1.41129032258
37,35,15.3846486439,2.82258064516
37,36,15.3846486439,2.82258064516
37,37,10.0654882588,1.51209677419
37,38,12.1795648007,3.125
37,39,12.1795648007,3.125
37,40,11.9859002509,2.82258064516
37,41,11.9859002509,2.82258064516
37,42,18.6890237545,2.46975806452
37,43,18.6890237545,2.46975806452
37,44,10.0654882588,1.51209677419
37,45,10.0654882588,1.51209677419
37,46,7.69073545871,1.86491935484
37,47,8.34185016825,0.957661290323
37,48,8.34185016825,0.957661290323
3,0,18.5221400783,1.51209677419
3,1,5.99233652035,2.57056451613
3,2,12.7458584955,1.81451612903
3,3,18.5747310298,1.31048387097
3,4,7.13716778597,3.07459677419
3,5,7.13716778597,3.07459677419
3,6,5.2888415565,0.655241935484
3,7,16.9211920997,1.51209677419
3,8,5.99233652035,2.57056451613
3,9,9.12831053214,2.16733870968
3,10,9.12831053214,2.16733870968
3,11,7.13716778597,3.07459677419
3,12,7.13716778597,3.07459677419
3,13,5.2888415565,0.655241935484
3,14,16.9211920997,1.51209677419
3,15,10.2027705489,0.907258064516
3,16,9.12831053214,2.16733870968
3,17,9.12831053214,2.16733870968
3,18,8.47463594497,3.125
3,19,8.47463594497,3.125
3,20,13.5564279771,2.3185483871
3,21,11.1099750231,1.00806451613
3,22,11.5623027382,0.403225806452
3,23,11.720600529,1.15927419355
3,24,11.720600529,1.15927419355
3,25,22.9839405141,2.3689516129
3,26,22.9839405141,2.3689516129
3,27,14.9875843034,0.453629032258
3,28,9.04345154235,1.66330645161
3,29,6.86404886011,1.31048387097
3,30,11.5623027382,0.403225806452
3,31,9.5578398802,3.07459677419
3,32,22.9839405141,2.3689516129
3,33,22.9839405141,2.3689516129
3,34,14.9875843034,0.453629032258
3,35,9.04345154235,1.66330645161
3,36,6.86404886011,1.31048387097
3,37,28.9346227977,1.41129032258
3,38,29.9882435384,1.41129032258
3,39,12.2103046352,0.453629032258
3,40,11.7524556111,0.907258064516
3,41,15.4932069668,2.72177419355
3,42,11.6716922286,1.81451612903
3,43,14.2671715216,1.36088709677
3,44,28.9996909216,1.41129032258
3,45,28.9996909216,1.41129032258
3,46,24.1026378582,1.71370967742
3,47,24.1026378582,1.71370967742
3,48,11.6408844648,2.16733870968
41,0,13.0784059364,0.655241935484
41,1,31.9862713702,2.62096774194
41,2,31.9862713702,2.62096774194
41,3,15.4355985843,2.21774193548
41,4,28.5153882597,0.302419354839
41,5,28.5153882597,0.302419354839
41,6,13.4004027528,1.5625
41,7,20.8495599582,1.05846774194
41,8,7.78596656586,1.51209677419
41,9,10.7189623434,2.3185483871
41,10,10.7189623434,2.3185483871
41,11,9.3539350034,0.151209677419
41,12,26.4819604469,0.151209677419
41,13,17.0496779549,0.907258064516
41,14,20.8495599582,1.05846774194
41,15,7.78596656586,1.51209677419
41,16,10.7189623434,2.3185483871
41,17,10.7189623434,2.3185483871
41,18,9.3539350034,0.151209677419
41,19,12.0102727315,0.554435483871
41,20,22.7664877312,0.85685483871
41,21,10.3756180277,2.21774193548
41,22,10.3756180277,2.21774193548
41,23,19.2106485636,2.97379032258
41,24,19.2106485636,2.97379032258
41,25,16.9784572254,2.97379032258
41,26,12.0102727315,0.554435483871
41,27,16.2413878985,0.504032258065
41,28,7.99084987616,2.41935483871
41,29,7.59076288563,0.756048387097
41,30,7.59076288563,0.756048387097
41,31,16.9784572254,2.97379032258
41,32,16.9784572254,2.97379032258
41,33,9.42566565147,0.756048387097
41,34,16.2413878985,0.504032258065
41,35,18.1613647408,0.85685483871
41,36,14.158906077,0.756048387097
41,37,14.158906077,0.756048387097
41,38,16.1545771651,0.352822580645
41,39,9.42566565147,0.756048387097
41,40,9.42566565147,0.756048387097
41,41,14.4946818796,0.504032258065
41,42,18.1613647408,0.85685483871
41,43,14.158906077,0.756048387097
41,44,14.158906077,0.756048387097
41,45,21.5637612369,0.907258064516
41,46,9.65011289718,2.92338709677
41,47,9.65011289718,2.92338709677
41,48,12.1124030909,2.72177419355
5,0,19.2156786376,0.85685483871
5,1,19.2156786376,0.85685483871
5,2,6.72128145308,0.756048387097
5,3,13.6315320348,1.71370967742
5,4,10.5423618549,2.21774193548
5,5,10.5423618549,2.21774193548
5,6,16.9986644571,0.302419354839
5,7,15.2583695001,3.125
5,8,19.2156786376,0.85685483871
5,9,10.9448167806,0.504032258065
5,10,10.9448167806,0.504032258065
5,11,11.0720731317,2.21774193548
5,12,11.0720731317,2.21774193548
5,13,36.8723554602,0.151209677419
5,14,15.2583695001,3.125
5,15,24.4324209188,0.655241935484
5,16,10.9448167806,0.504032258065
5,17,10.9448167806,0.504032258065
5,18,19.4196841271,0.957661290323
5,19,10.2870459732,0.554435483871
5,20,10.2870459732,0.554435483871
5,21,11.076226002,2.72177419355
5,22,24.4324209188,0.655241935484
5,23,20.2625275909,1.26008064516
5,24,27.1323498776,0.957661290323
5,25,27.1323498776,0.957661290323
5,26,11.4365200116,0.554435483871
5,27,11.4365200116,0.554435483871
5,28,20.9194325144,2.3185483871
5,29,5.38226689995,0.70564516129
5,30,15.724364862,0.957661290323
5,31,9.51650759161,1.51209677419
5,32,9.51650759161,1.51209677419
5,33,11.4365200116,0.554435483871
5,34,11.4365200116,0.554435483871
5,35,10.0879567442,2.26814516129
5,36,10.0879567442,2.26814516129
5,37,11.5941583479,1.51209677419
5,38,9.51650759161,1.51209677419
5,39,9.51650759161,1.51209677419
5,40,12.6679796243,3.125
5,41,12.6679796243,3.125
5,42,30.5550746131,0.352822580645
5,43,30.5550746131,0.352822580645
5,44,19.5250683116,2.82258064516
5,45,6.28523318102,1.51209677419
5,46,6.28523318102,1.51209677419
5,47,12.6679796243,3.125
5,48,12.6679796243,3.125
7,0,9.28522882153,2.01612903226
7,1,6.12027901197,0.302419354839
7,2,6.12027901197,0.302419354839
7,3,9.80837448543,2.3689516129
7,4,9.08568866374,1.00806451613
7,5,26.4665754987,2.46975806452
7,6,20.4226473973,1.91532258065
7,7,9.28522882153,2.01612903226
7,8,6.12027901197,0.302419354839
7,9,6.12027901197,0.302419354839
7,10,10.447657784,2.3689516129
7,11,21.8009424829,1.66330645161
7,12,21.8009424829,1.66330645161
7,13,20.4226473973,1.91532258065
7,14,5.79482844184,2.41935483871
7,15,17.6271287926,0.302419354839
7,16,19.3944650002,1.51209677419
7,17,19.3944650002,1.51209677419
7,18,16.6862770202,0.957661290323
7,19,4.46689202614,2.3185483871
7,20,4.46689202614,2.3185483871
7,21,31.7496717722,2.26814516129
7,22,31.7496717722,2.26814516129
7,23,19.3944650002,1.51209677419
7,24,19.3944650002,1.51209677419
7,25,16.5466504596,3.02419354839
7,26,6.37315695663,0.302419354839
7,27,6.37315695663,0.302419354839
7,28,7.43405177092,2.52016129032
7,29,7.43405177092,2.52016129032
7,30,8.81921752646,1.51209677419
7,31,8.81921752646,1.51209677419
7,32,16.5466504596,3.02419354839
7,33,6.37315695663,0.302419354839
7,34,6.37315695663,0.302419354839
7,35,17.3655256988,2.06653225806
7,36,10.5369548477,2.26814516129
7,37,8.81921752646,1.51209677419
7,38,8.81921752646,1.51209677419
7,39,6.00459918153,0.453629032258
7,40,16.4618561867,1.5625
7,41,16.4618561867,1.5625
7,42,17.3655256988,2.06653225806
7,43,10.5369548477,2.26814516129
7,44,10.5369548477,2.26814516129
7,45,6.00459918153,0.453629032258
7,46,6.00459918153,0.453629032258
7,47,8.62142244551,2.77217741935
7,48,8.62142244551,2.77217741935
